Year,Length,Title,Subject,Actor,Actress,Director,Popularity,Awards,cluster
71,63,1263,2,479,622,759,8,0,2.0
59,71,1103,10,137,623,326,7,0,0.0
45,74,646,13,206,624,544,67,0,0.0
70,83,150,8,195,625,703,41,0,2.0
68,73,1513,0,626,625,703,8,0,2.0
65,75,1393,2,196,626,35,13,0,2.0
70,64,1547,4,592,627,512,89,2,2.0
45,45,1521,4,233,628,147,64,0,1.0
65,95,756,4,510,629,34,32,0,2.0
57,161,822,4,323,629,56,8,1,0.0
66,161,1412,8,624,629,56,42,0,0.0
69,72,403,2,96,629,93,75,0,1.0
56,132,402,4,176,629,122,82,1,0.0
62,66,501,4,176,629,269,31,0,2.0
64,68,664,2,510,629,501,57,0,2.0
61,91,1360,4,618,629,501,52,0,0.0
60,111,1379,4,396,629,516,64,1,0.0
63,118,1099,4,578,629,542,88,1,0.0
59,87,565,4,349,629,568,37,0,0.0
63,84,1152,4,167,629,610,9,0,2.0
66,82,10,4,503,629,610,67,0,2.0
67,59,1343,2,41,629,626,43,0,2.0
70,63,395,4,747,629,752,61,0,2.0
69,6,805,4,736,629,759,36,0,2.0
48,89,1082,7,477,630,477,67,0,0.0
65,60,1073,4,196,630,576,52,0,2.0
61,94,1643,7,538,630,664,46,0,0.0
46,111,576,7,634,630,745,30,1,0.0
68,57,514,4,699,631,692,39,0,2.0
48,100,430,4,758,632,381,75,0,0.0
65,161,1354,4,409,633,122,41,0,0.0
19,77,1372,4,449,634,157,2,0,1.0
62,62,1443,0,519,635,717,5,0,2.0
27,38,417,4,444,636,59,66,0,1.0
67,59,450,4,246,637,57,6,1,2.0
69,71,1332,4,698,637,759,35,0,2.0
61,65,172,4,574,638,18,54,0,2.0
35,126,1207,4,132,638,191,74,0,0.0
53,61,449,4,34,638,268,72,0,1.0
45,69,1232,4,83,638,322,81,0,1.0
50,70,1639,4,112,638,323,87,0,1.0
46,69,1319,4,474,638,420,60,0,0.0
41,152,307,4,103,638,440,80,0,0.0
28,161,509,2,687,638,477,54,0,0.0
70,90,1596,4,103,638,501,82,1,0.0
55,70,18,7,116,638,546,61,0,0.0
34,143,594,4,343,638,658,61,1,0.0
63,54,1272,4,205,638,694,62,0,2.0
21,50,837,4,466,638,731,79,0,0.0
71,36,1233,4,75,638,759,26,0,2.0
50,68,644,4,103,638,759,80,0,0.0
69,21,1430,2,143,638,759,21,0,2.0
69,161,471,4,229,638,759,21,0,0.0
51,59,122,4,232,638,759,54,0,0.0
69,77,846,4,363,638,759,13,0,2.0
9,85,299,13,188,639,593,44,1,0.0
70,43,111,13,92,640,147,32,0,2.0
62,161,585,7,725,641,759,60,0,0.0
66,61,1022,2,487,642,533,74,0,2.0
69,55,431,0,554,642,605,66,0,2.0
13,150,52,13,588,643,50,87,0,0.0
66,21,376,7,485,644,736,85,0,2.0
58,57,935,2,505,645,143,76,0,1.0
26,87,553,13,232,646,229,4,0,0.0
15,60,1581,4,609,646,229,78,0,1.0
65,51,184,0,105,647,439,5,0,2.0
66,45,432,2,668,648,455,44,1,2.0
61,51,75,4,156,649,118,65,0,1.0
65,53,1375,4,665,649,187,16,0,2.0
68,47,72,6,717,649,187,33,0,2.0
63,76,137,2,244,649,752,9,0,2.0
41,40,1617,4,65,650,59,2,0,1.0
41,55,1357,4,444,650,59,79,0,1.0
37,60,915,4,676,650,59,3,0,1.0
39,114,557,4,236,650,477,71,0,0.0
64,59,358,2,565,651,20,41,0,2.0
67,48,282,8,161,652,759,42,0,2.0
68,70,224,0,236,652,759,7,0,2.0
67,69,861,4,246,653,30,51,0,1.0
64,148,1081,4,410,654,465,53,0,0.0
19,54,1465,13,326,655,449,79,0,0.0
17,40,76,4,720,655,627,53,0,0.0
18,55,378,13,720,655,710,52,0,0.0
64,63,1129,4,110,656,146,62,0,2.0
67,44,393,12,176,656,153,57,0,2.0
63,90,1178,2,510,656,322,25,1,2.0
61,50,928,2,454,656,565,68,0,2.0
62,61,353,4,547,656,596,4,0,2.0
63,66,773,0,195,656,681,68,0,2.0
62,66,1262,0,195,656,753,83,0,2.0
66,81,45,2,345,656,759,56,1,2.0
33,77,1312,12,720,657,211,4,0,0.0
36,58,107,4,137,657,759,4,0,0.0
66,50,267,2,564,658,392,56,0,2.0
64,51,1000,2,351,659,46,10,0,2.0
46,99,0,10,198,659,379,83,0,0.0
44,41,1136,4,65,660,59,81,1,1.0
51,161,1307,4,369,660,59,3,1,0.0
46,48,703,4,676,660,59,37,0,1.0
47,61,1124,4,676,660,59,6,0,1.0
62,56,372,4,119,660,183,7,1,2.0
35,107,1301,4,83,661,415,19,1,0.0
46,116,1591,12,103,662,319,57,0,0.0
63,55,1451,4,244,663,166,58,0,2.0
68,48,84,0,171,664,357,30,0,2.0
51,161,1114,4,77,674,92,7,1,0.0
37,48,1566,4,676,665,59,8,1,1.0
48,57,1385,4,95,666,64,45,0,1.0
49,62,1150,8,206,675,202,47,0,0.0
59,48,605,2,170,675,378,65,0,2.0
45,87,336,4,507,667,583,49,1,0.0
66,49,1139,6,55,668,539,85,0,2.0
68,45,346,10,252,676,39,75,0,2.0
69,74,56,8,539,677,225,33,0,2.0
70,81,296,1,83,677,254,39,0,2.0
64,69,1651,8,616,678,405,16,0,2.0
69,64,428,2,244,679,115,64,0,1.0
66,56,142,2,149,680,589,71,0,2.0
64,97,71,10,61,681,105,82,0,0.0
70,75,69,10,201,681,217,59,0,2.0
73,69,70,10,548,681,337,60,0,2.0
57,77,68,10,648,681,621,83,0,0.0
63,57,1089,2,184,681,706,64,0,2.0
62,56,1374,2,361,682,223,50,0,2.0
51,56,146,4,484,682,279,73,0,1.0
52,42,279,0,101,682,750,84,0,0.0
50,52,579,0,590,683,135,37,0,1.0
44,61,1349,8,458,683,173,89,2,0.0
45,67,159,2,142,683,194,67,0,1.0
55,80,1173,0,581,683,221,86,0,0.0
47,70,1088,13,590,683,267,48,0,0.0
53,50,1606,4,197,683,330,75,0,1.0
46,66,145,13,662,683,465,9,0,0.0
51,79,847,8,133,683,585,39,0,0.0
50,47,648,4,73,683,759,9,0,0.0
68,161,1381,7,368,683,759,13,0,0.0
66,118,189,4,731,669,202,24,0,0.0
33,21,955,4,298,670,759,82,0,0.0
65,48,670,10,417,671,331,74,0,2.0
44,86,554,2,422,684,732,3,1,0.0
68,52,1427,0,752,685,229,46,0,2.0
65,66,1390,0,379,686,20,23,0,2.0
48,51,1401,2,740,687,746,62,0,0.0
67,67,918,2,639,688,713,64,0,2.0
68,68,239,4,244,689,92,30,0,2.0
65,57,895,6,539,689,618,67,0,2.0
67,53,335,2,219,689,626,43,0,2.0
52,74,333,4,294,690,146,59,1,1.0
51,72,93,2,196,690,423,39,1,0.0
31,56,374,7,408,691,711,67,0,0.0
58,71,1414,2,565,692,540,40,0,0.0
67,51,1648,2,632,693,629,47,0,2.0
34,43,811,4,313,694,379,51,0,0.0
51,62,261,13,720,694,465,12,0,0.0
67,50,1299,6,255,695,742,24,0,2.0
70,99,1344,4,443,696,64,64,0,1.0
60,85,95,4,266,696,273,1,1,2.0
65,61,194,8,334,696,557,54,0,2.0
64,76,863,2,578,696,569,39,0,2.0
48,50,212,0,667,697,147,17,0,1.0
43,66,28,4,558,697,265,51,0,1.0
33,69,723,4,534,697,287,23,0,1.0
55,50,1455,6,346,697,289,62,0,0.0
46,60,1302,13,410,697,542,33,0,0.0
70,56,11,4,675,698,433,76,0,2.0
42,62,15,14,206,672,402,61,0,0.0
63,54,1017,2,664,673,66,84,0,1.0
69,117,627,2,479,699,204,88,0,0.0
34,79,1314,13,720,699,229,9,0,0.0
57,65,963,0,137,699,492,5,0,0.0
33,71,1226,4,182,699,560,82,0,0.0
39,113,1583,7,58,699,741,38,1,0.0
48,70,1518,2,164,700,486,68,0,0.0
44,55,3,2,232,701,141,12,0,1.0
44,64,13,2,137,701,362,6,0,1.0
65,94,598,4,443,701,499,68,0,2.0
67,77,656,4,507,701,499,57,0,2.0
46,62,1197,4,530,701,499,32,0,0.0
39,58,1117,4,507,701,576,54,0,0.0
38,95,573,4,83,701,759,3,0,0.0
71,161,1001,4,507,701,759,29,0,0.0
69,104,1402,4,544,702,340,49,0,0.0
21,68,1335,4,147,703,299,32,0,1.0
28,45,959,4,83,703,755,27,0,0.0
28,70,1392,8,741,704,299,72,0,0.0
25,63,914,4,662,704,722,4,0,0.0
53,53,1466,0,481,705,471,85,0,0.0
27,50,902,4,236,706,643,57,0,0.0
65,63,667,8,590,707,334,69,0,2.0
71,35,476,4,743,708,759,0,0,2.0
25,47,1046,4,444,709,59,17,0,1.0
68,52,1621,10,230,709,580,18,0,2.0
31,54,1560,0,143,710,4,71,0,1.0
32,51,110,13,410,710,4,78,0,0.0
55,106,1529,4,410,710,4,84,0,0.0
57,79,567,2,740,710,4,10,0,1.0
32,7,147,4,532,710,6,89,0,0.0
65,60,851,4,461,710,8,73,0,2.0
44,63,1192,8,629,710,12,34,0,0.0
40,132,891,12,720,710,14,7,0,0.0
64,88,1029,4,137,710,15,8,0,2.0
66,52,210,0,705,710,22,78,0,2.0
64,45,1508,6,270,710,24,8,0,2.0
66,98,1130,4,676,710,27,14,1,2.0
59,78,1447,4,348,710,49,84,0,1.0
69,62,566,2,83,710,58,32,0,1.0
65,120,838,4,427,710,64,1,1,0.0
40,60,635,4,617,710,64,35,0,1.0
61,50,859,4,364,710,65,72,0,1.0
67,51,1504,4,184,710,70,35,0,1.0
69,65,529,0,481,710,74,72,0,2.0
41,73,668,2,631,710,81,38,0,
39,101,1086,13,442,710,88,26,0,
15,22,1441,2,242,710,108,83,0,
65,54,1625,4,671,710,109,68,0,
14,47,978,2,124,710,117,4,0,
69,74,1484,0,206,710,122,16,0,
9,47,27,4,450,710,123,60,0,
57,55,1311,0,753,710,126,68,0,
62,50,746,0,334,710,129,45,0,
57,113,113,4,83,710,146,8,0,
68,54,163,4,742,710,146,7,0,
41,41,1460,6,373,710,147,88,0,
41,46,1218,6,563,710,147,85,0,
53,47,1469,6,301,710,158,21,0,
64,57,232,4,110,710,164,63,0,
69,47,807,2,25,710,172,24,0,
57,47,126,2,748,710,172,47,0,
65,79,1551,4,137,710,174,7,1,
64,51,1620,2,556,710,174,16,0,
67,50,90,4,356,710,181,75,0,
68,54,523,0,311,710,188,10,0,
62,90,228,4,267,710,193,25,0,
52,49,879,7,389,710,194,31,0,
53,54,1160,13,193,710,197,76,0,
60,96,531,0,206,710,202,64,0,
65,51,1131,0,387,710,210,82,0,
71,161,596,2,458,710,213,29,0,
44,67,1638,2,473,710,226,40,0,
68,46,1573,13,361,710,229,1,0,
23,95,1470,12,478,710,229,88,0,
69,85,839,4,698,710,229,46,0,
27,20,852,13,297,710,230,1,0,
27,21,1144,13,297,710,230,8,0,
27,21,1212,13,297,710,230,31,0,
28,21,1559,13,297,710,230,6,0,
26,20,144,13,411,710,230,72,0,
26,21,220,13,411,710,230,18,0,
26,20,1602,13,411,710,230,61,0,
46,33,533,2,711,710,231,8,0,
61,72,883,2,596,710,232,54,0,
49,64,563,4,294,710,241,88,1,
63,74,1495,0,663,710,241,70,0,
39,73,516,4,727,710,249,77,0,
61,29,459,2,492,710,261,6,0,
62,37,1321,2,129,710,262,36,0,
36,43,1552,2,631,710,270,54,0,
60,71,1646,4,6,710,272,53,0,
67,110,1298,4,332,710,281,75,0,
66,44,1047,4,490,710,282,50,0,
31,52,685,0,410,710,284,3,0,
38,82,1066,13,720,710,285,31,0,
44,36,544,0,510,710,288,70,0,
44,42,1242,13,510,710,288,26,0,
48,53,1163,13,687,710,293,26,0,
31,55,722,4,132,710,299,63,0,
13,48,1474,10,191,710,299,8,0,
47,86,1507,8,243,710,299,12,0,
8,55,1007,8,452,710,299,50,0,
32,83,419,8,472,710,299,52,0,
15,40,1647,8,555,710,299,43,0,
54,55,350,6,211,710,310,88,0,
59,84,283,4,154,710,315,6,1,
60,41,986,2,125,710,318,81,0,
53,89,925,4,137,710,322,6,0,
59,77,1562,4,658,710,322,39,0,
48,106,804,12,206,710,323,84,0,
67,69,1044,8,674,710,329,63,0,
68,56,285,4,525,710,332,30,0,
63,42,102,2,591,710,335,41,0,
64,67,439,2,712,710,336,49,0,
62,101,810,4,719,710,341,6,1,
70,45,1435,0,241,710,342,25,0,
57,54,991,2,125,710,344,11,0,
61,67,992,2,129,710,344,33,0,
49,81,1230,0,224,710,350,7,0,
23,42,369,13,720,710,352,27,0,
30,72,1568,4,83,710,358,86,1,
46,93,631,12,720,710,360,36,0,
68,50,177,0,214,710,361,84,0,
15,31,1485,8,649,710,366,45,0,
34,66,367,12,686,710,375,84,0,
52,81,117,4,196,710,376,64,1,
49,98,8,10,467,710,379,83,1,
69,77,574,12,475,710,379,45,0,
21,42,1295,4,248,710,381,85,0,
69,57,1240,4,266,710,381,50,0,
24,70,1061,4,304,710,381,31,0,
38,112,141,4,471,710,381,65,0,
29,122,727,4,471,710,381,40,0,
29,43,1215,4,471,710,381,59,1,
40,56,1294,8,471,710,381,6,0,
33,142,1330,4,471,710,381,9,0,
35,70,1480,4,471,710,381,60,0,
39,70,1645,0,471,710,381,60,0,
58,118,801,4,497,710,381,74,1,
30,94,729,4,643,710,381,36,0,
65,50,474,0,57,710,384,26,0,
64,50,1058,0,759,710,384,89,0,
4,99,964,10,0,710,387,49,0,
24,66,309,8,143,710,387,55,0,
0,97,1386,4,178,710,387,29,0,
32,50,711,4,236,710,387,27,0,
6,90,1387,4,395,710,387,49,0,
11,80,1463,4,395,710,387,4,0,
69,55,578,4,698,710,387,48,0,
68,89,976,4,718,710,396,78,0,
67,7,948,4,240,710,399,35,0,
67,16,1611,2,745,710,400,6,0,
69,90,549,14,206,710,402,34,0,
22,99,1473,12,698,710,393,45,0,
60,53,306,4,392,710,403,23,0,
52,69,796,0,307,710,404,63,0,
65,80,616,2,745,710,405,37,0,
23,54,207,4,111,710,412,76,0,
47,118,1110,7,455,710,415,46,0,
42,65,481,2,715,710,415,16,0,
54,52,1419,0,481,710,424,25,0,
62,43,931,0,73,710,425,34,0,
65,45,1093,12,721,710,425,37,0,
22,60,521,12,720,710,426,35,0,
66,35,868,4,334,710,428,32,0,
56,50,482,6,498,710,428,2,0,
33,47,835,2,290,710,431,28,0,
35,57,1440,4,410,710,431,12,0,
49,48,98,2,129,710,430,44,0,
62,52,345,0,671,710,436,17,0,
69,49,633,4,236,710,454,54,0,
48,49,960,0,155,710,462,69,0,
18,50,735,13,720,710,463,27,0,
45,45,1472,2,479,710,464,28,0,
58,59,517,0,481,710,465,62,0,
48,71,293,13,720,710,465,72,0,
68,95,713,4,137,710,466,8,0,
44,83,311,4,501,710,469,75,1,
51,51,488,4,410,710,473,6,0,
20,61,547,0,720,710,473,61,0,
69,47,510,2,698,710,477,52,0,
60,52,94,2,745,710,478,68,0,
65,50,460,2,492,710,490,51,0,
67,78,654,2,492,710,490,11,0,
51,53,1297,13,236,710,496,47,0,
65,50,614,4,329,710,498,42,0,
49,75,1377,4,507,710,499,7,0,
48,77,280,2,20,710,501,50,0,
66,50,377,0,358,710,502,3,0,
59,54,391,8,506,710,502,9,0,
13,21,1019,8,436,710,503,71,0,
66,52,24,4,227,710,507,57,0,
68,57,1181,6,135,710,510,29,0,
68,161,206,4,544,710,511,88,0,
67,54,1637,2,631,710,513,25,0,
65,76,1095,4,226,710,516,21,0,
54,99,74,4,578,710,516,45,1,
65,33,761,0,55,710,524,59,0,
47,104,1601,13,326,710,527,50,0,
66,52,794,4,640,710,530,13,0,
71,161,698,2,80,710,531,70,0,
66,60,1255,4,410,710,532,26,0,
53,72,1640,0,474,710,542,16,0,
50,76,770,4,578,710,542,88,0,
48,72,249,4,83,710,543,75,0,
51,82,916,0,206,710,544,28,0,
67,46,365,0,705,710,551,31,0,
57,68,1175,2,631,710,552,12,0,
61,46,1309,6,453,710,555,24,0,
64,100,124,4,424,710,556,71,1,
29,62,546,0,720,710,560,23,0,
63,52,1585,4,580,710,562,49,0,
58,83,981,2,605,710,571,71,0,
50,52,363,13,289,710,572,29,0,
61,62,1436,2,460,710,575,52,0,
62,56,1251,0,163,710,578,20,0,
69,21,250,7,680,710,579,82,0,
65,58,1281,0,341,710,584,87,0,
68,56,1011,2,454,710,585,63,0,
68,63,81,10,345,710,596,22,0,
50,88,343,13,720,710,597,58,0,
63,55,316,4,306,710,602,22,0,
48,124,1128,12,627,710,607,8,1,
47,83,966,4,323,710,611,33,1,
63,91,499,4,348,710,611,61,0,
54,72,917,4,524,710,616,39,0,
65,46,426,2,81,710,617,69,0,
69,161,1200,4,176,710,620,25,0,
69,21,584,2,381,710,630,6,0,
16,16,1107,13,720,710,635,83,0,
16,16,1113,13,720,710,635,33,0,
60,52,79,6,625,710,637,75,0,
49,69,161,4,206,710,639,60,0,
57,72,485,4,206,710,639,22,0,
26,48,357,4,410,710,645,77,0,
54,92,967,12,318,710,646,36,0,
68,86,739,0,237,710,651,8,0,
71,50,453,8,723,710,651,48,0,
69,137,1328,4,558,710,659,56,0,
2,83,622,4,303,710,661,63,0,
64,80,1148,4,639,710,663,8,1,
41,49,348,10,86,710,665,79,0,
49,60,1612,7,740,710,666,65,0,
49,48,775,13,206,710,667,79,0,
63,64,1296,2,479,710,670,19,0,
16,56,233,4,698,710,672,21,1,
68,20,483,7,759,710,676,48,0,
60,110,29,4,263,710,677,80,0,
25,22,286,13,181,710,678,80,0,
25,17,1584,13,181,710,678,43,0,
15,21,1482,13,365,710,678,53,0,
70,15,223,0,406,710,678,43,0,
25,19,522,13,406,710,678,21,0,
25,14,853,13,406,710,678,66,0,
27,26,1104,13,406,710,678,62,0,
70,14,1237,0,406,710,678,78,0,
15,21,1021,13,597,710,678,52,0,
15,21,1464,13,597,710,678,17,0,
27,20,1337,13,750,710,678,40,0,
69,62,749,2,122,710,679,47,0,
35,33,1489,4,137,710,684,5,0,
31,39,115,4,236,710,690,7,0,
60,96,375,4,184,710,709,5,0,
38,120,63,0,720,710,715,29,0,
64,51,825,4,184,710,702,24,0,
63,69,866,2,593,710,702,54,0,
68,88,386,4,745,710,719,8,1,
30,53,1097,4,727,710,721,23,0,
27,79,155,12,363,710,722,7,0,
54,128,816,4,708,710,723,41,0,
68,58,684,4,504,710,725,17,0,
60,71,1234,4,184,710,706,51,0,
34,57,1376,4,507,710,741,56,0,
33,18,763,2,50,710,759,51,0,
40,131,1009,0,83,710,759,35,0,
67,161,396,13,107,710,759,9,0,
64,21,987,2,125,710,759,4,0,
64,21,988,2,125,710,759,24,0,
64,20,989,2,125,710,759,79,0,
64,19,990,2,125,710,759,63,0,
68,161,1554,2,126,710,759,82,0,
60,61,1320,2,129,710,759,86,0,
59,87,1445,4,129,710,759,2,0,
42,161,568,0,137,710,759,6,0,
71,68,1076,8,137,710,759,6,0,
70,21,686,2,144,710,759,22,0,
68,21,882,2,145,710,759,6,0,
70,13,1137,8,161,710,759,40,0,
55,154,1056,4,176,710,759,82,0,
67,50,1558,2,180,710,759,5,0,
50,1,1012,12,195,710,759,21,0,
69,161,308,14,206,710,759,11,0,
69,161,327,0,206,710,759,53,0,
70,52,387,0,206,710,759,26,0,
70,119,617,14,206,710,759,68,0,
37,21,1221,13,206,710,759,54,0,
70,78,1487,8,206,710,759,55,0,
65,55,666,4,217,710,759,25,0,
70,121,707,13,232,710,759,45,0,
70,161,1005,8,235,710,759,54,0,
71,48,629,0,236,710,759,26,0,
64,79,998,4,237,710,759,54,0,
71,62,1496,13,238,710,759,25,0,
69,161,1509,4,242,710,759,81,0,
67,76,138,2,244,710,759,65,0,
37,21,950,13,256,710,759,26,0,
61,161,1338,4,268,710,759,23,0,
51,65,392,13,307,710,759,54,0,
70,32,91,8,322,710,759,70,0,
68,161,22,4,329,710,759,79,0,
60,145,1096,4,329,710,759,84,0,
53,45,1091,4,331,710,759,60,0,
31,80,1444,6,373,710,759,0,0,
69,88,743,4,383,710,759,18,0,
68,9,1475,6,393,710,759,3,0,
70,72,332,4,410,710,759,1,0,
70,65,355,0,410,710,759,60,0,
70,43,415,8,410,710,759,65,0,
70,122,642,4,410,710,759,6,0,
70,93,1516,0,410,710,759,68,0,
64,10,768,2,423,710,759,67,0,
68,52,1172,8,432,710,759,3,0,
68,11,742,7,437,710,759,49,0,
64,13,709,2,445,710,759,65,0,
67,50,234,7,451,710,759,52,0,
69,58,824,2,454,710,759,81,0,
64,21,1409,2,454,710,759,3,0,
52,21,1410,2,454,710,759,34,0,
71,161,1273,0,459,710,759,38,0,
70,61,1265,0,481,710,759,76,0,
67,161,1287,8,481,710,759,29,0,
61,51,1417,2,482,710,759,24,0,
68,58,106,0,492,710,759,54,0,
67,161,168,2,492,710,759,56,0,
69,59,1587,2,493,710,759,6,0,
31,51,1006,6,499,710,759,56,0,
70,81,655,8,507,710,759,86,0,
70,62,862,13,507,710,759,26,0,
67,161,1084,0,507,710,759,40,0,
70,96,1177,4,507,710,759,66,0,
46,161,1322,2,507,710,759,28,0,
68,161,1532,8,510,710,759,3,0,
67,22,489,7,545,710,759,12,0,
65,21,776,2,556,710,759,14,0,
69,21,777,2,556,710,759,44,0,
67,161,397,13,577,710,759,1,0,
66,56,1289,4,612,710,759,26,0,
69,40,688,12,627,710,759,41,0,
69,51,1098,0,628,710,759,2,0,
34,5,273,2,631,710,759,45,0,
31,35,620,2,631,710,759,80,0,
53,55,626,2,631,710,759,72,0,
69,61,726,2,631,710,759,23,0,
69,61,913,2,631,710,759,75,0,
38,51,1037,0,631,710,759,5,0,
69,81,1143,2,631,710,759,77,0,
69,44,1536,2,631,710,759,7,0,
66,25,497,6,649,710,759,79,0,
36,52,1500,10,678,710,759,30,0,
67,50,156,0,681,710,759,70,0,
57,50,765,7,682,710,759,38,0,
20,153,581,4,683,710,759,31,0,
70,161,466,0,686,710,759,83,0,
70,47,849,4,686,710,759,68,0,
45,65,297,13,687,710,759,47,0,
58,53,361,4,687,710,759,13,0,
69,68,461,4,698,710,759,19,0,
69,61,803,4,698,710,759,76,0,
69,52,1384,2,698,710,759,44,0,
35,21,288,13,714,710,759,1,0,
70,17,380,13,720,710,759,44,0,
71,161,455,13,720,710,759,70,0,
17,16,572,13,720,710,759,73,0,
12,15,671,13,720,710,759,23,0,
10,161,716,13,720,710,759,7,0,
10,146,717,0,720,710,759,68,0,
43,121,734,12,720,710,759,66,0,
69,161,780,12,720,710,759,49,0,
70,161,781,12,720,710,759,3,0,
69,161,782,13,720,710,759,58,0,
17,72,784,13,720,710,759,3,0,
17,70,785,13,720,710,759,24,0,
16,70,786,13,720,710,759,28,0,
68,161,787,13,720,710,759,87,0,
69,161,788,13,720,710,759,22,0,
69,17,815,13,720,710,759,78,0,
70,20,854,13,720,710,759,8,0,
69,13,855,13,720,710,759,35,0,
69,17,856,13,720,710,759,3,0,
12,15,901,13,720,710,759,48,0,
70,72,953,0,720,710,759,5,0,
71,161,1033,13,720,710,759,73,0,
69,15,1034,13,720,710,759,28,0,
69,14,1209,13,720,710,759,75,0,
71,19,1210,13,720,710,759,77,0,
70,94,1228,13,720,710,759,16,0,
69,13,1243,13,720,710,759,30,0,
68,161,1286,13,720,710,759,23,0,
10,149,1336,0,720,710,759,19,0,
67,63,203,0,727,710,759,43,0,
66,38,699,4,727,710,759,19,0,
55,35,321,2,745,710,759,18,0,
69,25,1254,2,745,710,759,4,0,
